"Triad","Narration","Listener","OldOrNew","Transcript","Audience","Hedges","Rising Intonation","ID"
20,1,1,"New","and um he was",NA,NA,NA,"20-1-1-New"
20,1,1,"New","the coyote was um carrying a knife and a fork",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and um trying to get him",NA,NA,NA,"20-1-1-New"
20,1,1,"New","with the knife and fork",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and uh he kept missing him",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and the roadrunner got away",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and and then um",NA,NA,NA,"20-1-1-New"
20,1,1,"New","then then",NA,NA,NA,"20-1-1-New"
20,1,1,"New","in the next scene",NA,NA,NA,"20-1-1-New"
20,1,1,"New","thee uh coyote tried to surprise him",NA,NA,NA,"20-1-1-New"
20,1,1,"New","tried to surprise the roadrunner",NA,NA,NA,"20-1-1-New"
20,1,1,"New","with this um",NA,NA,NA,"20-1-1-New"
20,1,1,"New","like s spring loaded uh fist",NA,"like",NA,"20-1-1-New"
20,1,1,"New","that he was gonna um",NA,NA,NA,"20-1-1-New"
20,1,1,"New","have hit him as the roadrunner run past",NA,NA,NA,"20-1-1-New"
20,1,1,"New","but before the roadrunner even got there",NA,NA,NA,"20-1-1-New"
20,1,1,"New","it ended up um backfiring on him",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and hitting him himself with thee uh fist",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and the rock that the first was attached to",NA,NA,NA,"20-1-1-New"
20,1,1,"New","um so then he tried to surprise him again",NA,NA,NA,"20-1-1-New"
20,1,1,"New","in the next scene with something else",NA,NA,NA,"20-1-1-New"
20,1,1,"New","uh this time he was uh up above him",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and uh had a uh heavy anvil ?",NA,NA,"?","20-1-1-New"
20,1,1,"New","and he was walking on a tight rope",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and I guess he was gonna drop it on him",NA,"I guess",NA,"20-1-1-New"
20,1,1,"New","but before he could drop it on him",NA,NA,NA,"20-1-1-New"
20,1,1,"New","th the weight the anvil made thee uh",NA,NA,NA,"20-1-1-New"
20,1,1,"New","tightrope drop all the way down to the bottom",NA,NA,NA,"20-1-1-New"
20,1,1,"New","of the ground",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and um then once he saw that",NA,NA,NA,"20-1-1-New"
20,1,1,"New","that wasn’t gonna be any good",NA,NA,NA,"20-1-1-New"
20,1,1,"New","uh the coyote um just threw the anvil to the side",NA,NA,NA,"20-1-1-New"
20,1,1,"New","but then that made him shoot all the way up into the sky",NA,NA,NA,"20-1-1-New"
20,1,1,"New","um and then he took some pain pills",NA,NA,NA,"20-1-1-New"
20,1,1,"New","for his way down",NA,NA,NA,"20-1-1-New"
20,1,1,"New","um and then uh in the",NA,NA,NA,"20-1-1-New"
20,1,1,"New","the last scene involved",NA,NA,NA,"20-1-1-New"
20,1,1,"New","thee uh coyote chasing the um roadrunner",NA,NA,NA,"20-1-1-New"
20,1,1,"New","into a uh mine",NA,NA,NA,"20-1-1-New"
20,1,1,"New","aand uh the the mine eventually split",NA,NA,NA,"20-1-1-New"
20,1,1,"New","into two two ways",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and the coyote thee roadrunner went one way",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and the coyote went the other way",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and uh once the coyote saw that",NA,NA,NA,"20-1-1-New"
20,1,1,"New","the uh roadrunner wasn’t there",NA,NA,NA,"20-1-1-New"
20,1,1,"New","he lit a ma match",NA,NA,NA,"20-1-1-New"
20,1,1,"New","’cause it was very dark",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and he wanted to see where he he was",NA,NA,NA,"20-1-1-New"
20,1,1,"New","but then he realized that there was um dynamite",NA,NA,NA,"20-1-1-New"
20,1,1,"New","all around T TNT",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and then that blew up",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and at the end um",NA,NA,NA,"20-1-1-New"
20,1,1,"New","the smoke f that came up spelled YIPIE",NA,NA,NA,"20-1-1-New"
20,1,1,"New","and that was that’s that’s it",NA,NA,NA,"20-1-1-New"
20,2,2,"New","alright um okay uh",NA,NA,NA,"20-2-2-New"
20,2,2,"New","it was thee uh r roadrunner and coyote cartoon","mm-hmm",NA,NA,"20-2-2-New"
20,2,2,"New","and uh in this one uh",NA,NA,NA,"20-2-2-New"
20,2,2,"New","the coyote was chasing the roadrunner",NA,NA,NA,"20-2-2-New"
20,2,2,"New","with uh aa fork and knife","mm-hmm",NA,NA,"20-2-2-New"
20,2,2,"New","and trying to get him with it",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and he kept missing him",NA,NA,NA,"20-2-2-New"
20,2,2,"New","um so then in the second scene",NA,NA,NA,"20-2-2-New"
20,2,2,"New","he tried too surprise him",NA,NA,NA,"20-2-2-New"
20,2,2,"New","with um this uh like spring-loaded fist",NA,"like",NA,"20-2-2-New"
20,2,2,"New","that that he had uhr",NA,NA,NA,"20-2-2-New"
20,2,2,"New","waiting for him to come around the corner",NA,NA,NA,"20-2-2-New"
20,2,2,"New","but before he could",NA,NA,NA,"20-2-2-New"
20,2,2,"New","before the roadrunner even came around the corner",NA,NA,NA,"20-2-2-New"
20,2,2,"New","thee um thing that he rigged up",NA,NA,NA,"20-2-2-New"
20,2,2,"New","ended up um going off on him",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and he ended up smacking himself",NA,NA,NA,"20-2-2-New"
20,2,2,"New","in in the face with the fist",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and and thee the rock that it was attached to",NA,NA,NA,"20-2-2-New"
20,2,2,"New","uh so then he tried uh to surprise him",NA,NA,NA,"20-2-2-New"
20,2,2,"New","uh from up on top of a of a cliff",NA,NA,NA,"20-2-2-New"
20,2,2,"New","he had um a heavy anvil",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and there was a tightrope",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and he was gonna walk out on the tightrope",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and drop the anvil down on him",NA,NA,NA,"20-2-2-New"
20,2,2,"New","but the weight of the anvil made the tightrope",NA,NA,NA,"20-2-2-New"
20,2,2,"New","drop all the way to the ground",NA,NA,NA,"20-2-2-New"
20,2,2,"New","so when the roadrunner came by",NA,NA,NA,"20-2-2-New"
20,2,2,"New","he saw him there",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and once the coyote saw that it was no no good",NA,NA,NA,"20-2-2-New"
20,2,2,"New","he threw the anvil to the side",NA,NA,NA,"20-2-2-New"
20,2,2,"New","but that made him shoot all the way up into the sky",NA,NA,NA,"20-2-2-New"
20,2,2,"New","uh so then he um he took some pain pills",NA,NA,NA,"20-2-2-New"
20,2,2,"New","for his way down",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and uh in the the last scene",NA,NA,NA,"20-2-2-New"
20,2,2,"New","uh he the coyote chased the roadrunner",NA,NA,NA,"20-2-2-New"
20,2,2,"New","into um a mine",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and uh the the mine split",NA,NA,NA,"20-2-2-New"
20,2,2,"New","in two ways",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and thee roadrunner went one way",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and the coyote went the other way",NA,NA,NA,"20-2-2-New"
20,2,2,"New","uh you know thinking that the c he",NA,"you know",NA,"20-2-2-New"
20,2,2,"New","that the roadrunner had run that way",NA,NA,NA,"20-2-2-New"
20,2,2,"New","but he didn’t",NA,NA,NA,"20-2-2-New"
20,2,2,"New","so once he realized that he went the wrong way",NA,NA,NA,"20-2-2-New"
20,2,2,"New","hee lit a match so he could see where he was going",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and then he saw that",NA,NA,NA,"20-2-2-New"
20,2,2,"New","he was surrounded with TNT dynamite",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and it ended up blowing up",NA,NA,NA,"20-2-2-New"
20,2,2,"New","and the smoke from the blast uh s spelled the word YIPPIE",NA,NA,NA,"20-2-2-New"
20,2,2,"New","that’s it",NA,NA,NA,"20-2-2-New"
20,3,1,"Old","alright um so th this was the story of",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","thee uh roadrunner and coyote",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and um it began with thee um",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","the coyote chasing the roadrunner",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","with uh a knife and fork",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and trying to get him with with it",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and he he missed",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","so then the st the next thing he tried to do",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","was to surprise him with a um a f fist",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","that he uh had had rigged up",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","uh with a rock",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and um it ended up going off",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","on the coyote",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","before the roadrunner could even come by",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and he ended up hitting himself in the face with it",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","um in the next scene",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","he tried uh from up high to uh drop an anvil",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","on him",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and uh but when he walked out on the tightrope",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","before he could get to the middle",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","the tightrope sank down",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and um when the roadrunner came by",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","he saw that he was down to the ground with him",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","so thee uh coyote realized that",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","he was no good",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","so he throw the anvil down to the ground",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","but then he shot all the way up to the sky",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","um and on his way down",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","he uh took out some uh pain pills",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","that he  had",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","um the final scene",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","was the coyo coyote chasing the um roadrunner",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","into a mine",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and the mine went off in two directions",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","aand um thee coyote",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","the roadrunner went in one direction",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and the coyote went in the other direction",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and when the coyote realized that he went the wrong way",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","he uh lit a match so he could see where he was",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and um then he realized that he was surrounded with TNT",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","aand the whole thing blew up",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","and the smoke spelled uh the word YIPPIE or YIPE",NA,NA,NA,"20-3-1-Old"
20,3,1,"Old","I don’t know",NA,"I don't know",NA,"20-3-1-Old"
21,1,1,"New","this one was the coyote aand uh roadrunner",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and it starts off",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and roadrunner is running",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and wile e. coyote is running behind him",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and then it freezes",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and it shows um roadrunner like in midair",NA,"like",NA,"21-1-1-New"
21,1,1,"New","and it says roadrunner",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and underneath his scientific name",NA,NA,NA,"21-1-1-New"
21,1,1,"New","which I was trying to remember",NA,"I was trying to remember",NA,"21-1-1-New"
21,1,1,"New","but it just didn’t happen",NA,"just",NA,"21-1-1-New"
21,1,1,"New","and then um aft behind him",NA,NA,NA,"21-1-1-New"
21,1,1,"New","is the coyote and he freezes",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he’s got a fork and knife in his hands",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and it says um coyote",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and underneath carnivorous something or other",NA,"something or other",NA,"21-1-1-New"
21,1,1,"New","and then um it starts up again",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and they’re running",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he’s chasing after him with the fork and knife",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he thinks he’s got him",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he’s just about to stab um roadrunner",NA,"just",NA,"21-1-1-New"
21,1,1,"New","and then roadrunner takes off",NA,NA,NA,"21-1-1-New"
21,1,1,"New","he takes like a burst of acceleration",NA,"like",NA,"21-1-1-New"
21,1,1,"New","so he sstabs the ground",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and then he’s like stuck in the ground with his fork and his knife",NA,"like",NA,"21-1-1-New"
21,1,1,"New","and his feet are up in the air",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he then he stops",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he sits down and his going like this",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and thinking",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and then he has an idea",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so he gives like a thumbs up",NA,"like",NA,"21-1-1-New"
21,1,1,"New","and um he goes and he gets this rock",NA,NA,NA,"21-1-1-New"
21,1,1,"New","with like a fist",NA,"like",NA,"21-1-1-New"
21,1,1,"New","like a boxing glove attached to it",NA,"like",NA,"21-1-1-New"
21,1,1,"New","and a spring",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he pushes it back to the rock",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and I guess he’s gonna let it go",NA,"I guess",NA,"21-1-1-New"
21,1,1,"New","so it punches the roadrunner when he runs by",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so the roadrunner comes",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he pulls the string",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and the fist stays in place",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and the rock goes back",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and pushes him into a rock",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and then the fist comes back",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and punches him in the head",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so now he’s got another idea",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so he gets a blueprint",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and it’s um a tightrope",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and him carrying an anvil out standing on the tightrope",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and dropping the anvil on the roadrunner",NA,NA,NA,"21-1-1-New"
21,1,1,"New","when he runs by",NA,NA,NA,"21-1-1-New"
21,1,1,"New","it’s between two cliffs",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so it says um plaan you know",NA,"you know",NA,"21-1-1-New"
21,1,1,"New","walk out on tightrope",NA,NA,NA,"21-1-1-New"
21,1,1,"New","number two drop anvil on roadrunner",NA,NA,NA,"21-1-1-New"
21,1,1,"New","number three roadrunner burger or something like that",NA,"or something like that",NA,"21-1-1-New"
21,1,1,"New","um so he drops his blueprint",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he goes out with his um anvil",NA,NA,NA,"21-1-1-New"
21,1,1,"New","but the anvil is too heavy",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and it weighs him down the line",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so he ends up down on the ground",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and the roadrunner comes",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he’s just holding it",NA,"just",NA,"21-1-1-New"
21,1,1,"New","the roadrunner comes",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he turns around he goes back",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so he gets mad",NA,NA,NA,"21-1-1-New"
21,1,1,"New","he just throws the anvil",NA,"just",NA,"21-1-1-New"
21,1,1,"New","but now the line isn’t heavy anymore",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so he goes flying up into the air",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he’s got on a green backpack",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he pulls a string",NA,NA,NA,"21-1-1-New"
21,1,1,"New","but all kinds of junk starts coming out",NA,"kinds of junk",NA,"21-1-1-New"
21,1,1,"New","and no parachute",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so then um he grabs aspirin",NA,NA,NA,"21-1-1-New"
21,1,1,"New","out of his pack",NA,NA,NA,"21-1-1-New"
21,1,1,"New","it says acme aspirin",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he takes an aspirin",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he likekinda waves",NA,"like, kinda",NA,"21-1-1-New"
21,1,1,"New","and then he goes flying down onto the ground",NA,NA,NA,"21-1-1-New"
21,1,1,"New","um then he’s chasing the roadrunner again",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he chases him into some mines ?",NA,NA,"?","21-1-1-New"
21,1,1,"New","and he starts running into the mine",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and it starts getting dark",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so he runs back to the beginning",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he gets a hat",NA,NA,NA,"21-1-1-New"
21,1,1,"New","with a light on it",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and the roadrunner is behind him",NA,NA,NA,"21-1-1-New"
21,1,1,"New","he has a hat with the light on it",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and the roadrunner’s light is green",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and his is red",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and so when they start running through the mine",NA,NA,NA,"21-1-1-New"
21,1,1,"New","you just see like a top view ?",NA,"like","?","21-1-1-New"
21,1,1,"New","and a little red light ?",NA,NA,"?","21-1-1-New"
21,1,1,"New","um and a little green light ?",NA,NA,"?","21-1-1-New"
21,1,1,"New","the red light is like chasing the green light",NA,"like",NA,"21-1-1-New"
21,1,1,"New","and it’s him chasing the co um the roadrunner",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so they’re chasing each other around and around",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and around and around",NA,NA,NA,"21-1-1-New"
21,1,1,"New","um and then at one point he kinda loses him",NA,"kinda",NA,"21-1-1-New"
21,1,1,"New","and his and his light goes out",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he stops",NA,NA,NA,"21-1-1-New"
21,1,1,"New","so he lights a match",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and he looks around him",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and it’s all TNT and explosives and stuff",NA,"and stuff",NA,"21-1-1-New"
21,1,1,"New","and the next thing you see",NA,NA,NA,"21-1-1-New"
21,1,1,"New","like above the ground",NA,"like",NA,"21-1-1-New"
21,1,1,"New","you see just like the desert",NA,"just, like",NA,"21-1-1-New"
21,1,1,"New","and you hear a big explosion",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and then the there’s cactuses",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and they say YIKES",NA,NA,NA,"21-1-1-New"
21,1,1,"New","or something like that",NA,"or something like that",NA,"21-1-1-New"
21,1,1,"New","and that’s how it ends",NA,NA,NA,"21-1-1-New"
21,1,1,"New","and that’s it",NA,NA,NA,"21-1-1-New"
21,1,1,"New","that was a little longer",NA,NA,NA,"21-1-1-New"
21,2,2,"New","this one was wile e. coyote and the roadrunner",NA,NA,NA,"21-2-2-New"
21,2,2,"New","um it starts off with roadrunner running",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and coyote chasing after him",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and then it freezes",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and it shows um coyote like in in midair",NA,"like",NA,"21-2-2-New"
21,2,2,"New","and it says um",NA,NA,NA,"21-2-2-New"
21,2,2,"New","not the coyote",NA,NA,NA,"21-2-2-New"
21,2,2,"New","the roadrunner is in midair",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and says roadrunner",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and underneath his scientific name",NA,NA,NA,"21-2-2-New"
21,2,2,"New","but I can’t remember it","okay","but I can't remember",NA,"21-2-2-New"
21,2,2,"New","and then it moves over to coyote",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he’s running",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he’s got a fork and a knife in his hands",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and it says um coyote",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and underneath it says his scientific name",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so then it starts up again",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and they’re running",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and coyote is just that thinks he caught up with him",NA,"just",NA,"21-2-2-New"
21,2,2,"New","so he goes to stab him with his fork and his knife",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and the coyote gets uh",NA,NA,NA,"21-2-2-New"
21,2,2,"New","the roadrunner gets a burst of acceleration",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he runs off",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and um the coyote ends up stabbing into the street",NA,NA,NA,"21-2-2-New"
21,2,2,"New","um or the road or whatever",NA,"or whatever",NA,"21-2-2-New"
21,2,2,"New","so he’s uh kinda stuck in the road by his hands",NA,"kinda",NA,"21-2-2-New"
21,2,2,"New","and his feet are sticking up in the air",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and then he um kinda falls down",NA,"kinda",NA,"21-2-2-New"
21,2,2,"New","and he’s sitting on the ground and thinking",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and then he comes up with a plan",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he gives like a thumbs up",NA,"like",NA,"21-2-2-New"
21,2,2,"New","and then um he",NA,NA,NA,"21-2-2-New"
21,2,2,"New","you see him with this contraption",NA,NA,NA,"21-2-2-New"
21,2,2,"New","it’s a big boulder",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and it’s um like a boxing glove on a spring",NA,"like",NA,"21-2-2-New"
21,2,2,"New","attached to the boulder",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so he pulls it back",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and ties it up with a little string",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so that um when co uh",NA,NA,NA,"21-2-2-New"
21,2,2,"New","the roadrunner comes by",NA,NA,NA,"21-2-2-New"
21,2,2,"New","he’ll let it go and it will punch him",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so the roadrunner comes",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he pulls the string",NA,NA,NA,"21-2-2-New"
21,2,2,"New","but the fist thing stays in place",NA,"thing",NA,"21-2-2-New"
21,2,2,"New","and the rock goes backwards",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and pushes him into another rock",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and then the fist comes",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and punches him in the head",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so that didn’t work",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so um then he’s drawn up a blueprint",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and it’s like two cliffs",NA,"like",NA,"21-2-2-New"
21,2,2,"New","with a tightrope in between",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he’s gonna walk out with an anvil",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and drop it on the roadrunner",NA,NA,NA,"21-2-2-New"
21,2,2,"New","when he comes running by",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and on the side it says",NA,NA,NA,"21-2-2-New"
21,2,2,"New","um step oone walk on the tightrope",NA,NA,NA,"21-2-2-New"
21,2,2,"New","step twoo drop anvil on roadrunner",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and step three is like roadrunner burger",NA,"like",NA,"21-2-2-New"
21,2,2,"New","so he tries to do that",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he takes his anvil",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he walks out",NA,NA,NA,"21-2-2-New"
21,2,2,"New","but the anvil’s so heavy that it weighs down the line",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so he’s all the way down to the ground now",NA,NA,NA,"21-2-2-New"
21,2,2,"New","just holding his anvil",NA,NA,NA,"21-2-2-New"
21,2,2,"New","the roadrunner runs up to him",NA,NA,NA,"21-2-2-New"
21,2,2,"New","sees him",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and does his little MEEP MEEP noise thing",NA,"thing",NA,"21-2-2-New"
21,2,2,"New","and then he goes running back",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so um he you know thinks that’s it",NA,"you know",NA,"21-2-2-New"
21,2,2,"New","so he just throws his anvil to the side",NA,"just",NA,"21-2-2-New"
21,2,2,"New","but now he’s not weighed down anymore",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so he goes flying into the air on the string",NA,NA,NA,"21-2-2-New"
21,2,2,"New","um and as he’s coming down",NA,NA,NA,"21-2-2-New"
21,2,2,"New","in his backpack",NA,NA,NA,"21-2-2-New"
21,2,2,"New","well he pulls a string to let out a parachute",NA,NA,NA,"21-2-2-New"
21,2,2,"New","but it’s just a backpack",NA,"just",NA,"21-2-2-New"
21,2,2,"New","all stuff sorts starts falling out",NA,"all stuff, sorts",NA,"21-2-2-New"
21,2,2,"New","and he has no parachute",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so he takes an aspirin",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and it says acme aspirin",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he takes one",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he kinda waves",NA,"kinda",NA,"21-2-2-New"
21,2,2,"New","and falls down",NA,NA,NA,"21-2-2-New"
21,2,2,"New","then hee’s chasing him again",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he chases him into a mine",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and they’re running",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and then it gets dark",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and he can’t see anymore",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so he goes back to the beginning",NA,NA,NA,"21-2-2-New"
21,2,2,"New","um and then he stops cause his light goes out?",NA,NA,"?","21-2-2-New"
21,2,2,"New","so the roadrunner has a hat with the green light?",NA,NA,NA,"21-2-2-New"
21,2,2,"New","and the coyote has a light uh hat with the red light",NA,NA,NA,"21-2-2-New"
21,2,2,"New","so now you’re kinda looking down %sniff",NA,"kinda",NA,"21-2-2-New"
